62	84	-0.08	-0.12	0.00	0.47	-0.63	8.87	-0.9840	0.0070	-0.0001	-0.1779	92940.50
63	83	-0.01	-0.11	0.00	0.39	-0.67	8.87	-0.9840	0.0070	-0.0001	-0.1779	92938.50
64	84	-0.06	-0.10	-0.08	0.55	-0.59	8.87	-0.9840	0.0070	-0.0001	-0.1779	92938.50
65	84	-0.05	-0.10	0.01	0.43	-0.67	8.87	-0.9840	0.0070	-0.0001	-0.1779	92938.50
66	85	-0.03	-0.09	-0.02	0.43	-0.67	8.87	-0.9840	0.0070	-0.0001	-0.1779	92939.75
67	85	-0.03	-0.10	-0.06	0.51	-0.55	8.94	-0.9840	0.0070	-0.0001	-0.1779	92939.75
68	85	-0.05	-0.08	-0.01	0.47	-0.67	8.90	-0.9840	0.0070	-0.0001	-0.1779	92939.75
69	84	-0.04	-0.12	0.00	0.43	-0.63	8.90	-0.9840	0.0070	-0.0001	-0.1779	92940.25
70	84	-0.08	-0.09	-0.08	0.51	-0.59	8.94	-0.9840	0.0070	-0.0001	-0.1779	92940.25
71	86	-0.04	-0.10	0.03	0.43	-0.63	8.90	-0.9840	0.0070	-0.0001	-0.1779	92940.25
72	83	-0.04	-0.11	0.02	0.39	-0.63	8.87	-0.9840	0.0070	-0.0001	-0.1779	92940.50
73	84	-0.08	-0.09	-0.07	0.51	-0.67	8.90	-0.9840	0.0070	-0.0001	-0.1779	92940.50
74	85	-0.01	-0.11	0.00	0.43	-0.63	8.90	-0.9840	0.0070	-0.0001	-0.1779	92940.50
75	84	-0.08	-0.06	0.00	0.43	-0.67	8.87	-0.9840	0.0070	-0.0001	-0.1779	92937.00
76	84	-0.05	-0.12	-0.05	0.47	-0.63	8.94	-0.9840	0.0070	-0.0001	-0.1779	92937.00
77	85	0.00	-0.05	0.02	0.51	-0.59	8.87	-0.9840	0.0070	-0.0001	-0.1779	92937.00
78	83	-0.04	-0.09	0.01	0.47	-0.67	8.90	-0.9840	0.0070	-0.0001	-0.1779	92942.25
79	84	-0.02	-0.09	-0.05	0.43	-0.59	8.90	-0.9840	0.0070	-0.0001	-0.1779	92942.25
80	84	-0.08	-0.06	0.01	0.47	-0.63	8.87	-0.9840	0.0070	-0.0001	-0.1779	92942.25
81	84	-0.05	-0.13	0.03	0.47	-0.67	8.83	-0.9840	0.0070	-0.0001	-0.1779	92940.75
82	85	-0.03	-0.05	-0.04	0.39	-0.59	8.87	-0.9840	0.0070	-0.0001	-0.1779	92940.75
83	84	-0.06	-0.09	0.02	0.51	-0.63	8.94	-0.9840	0.0070	-0.0001	-0.1779	92940.75
84	84	-0.04	-0.15	0.03	0.43	-0.63	8.87	-0.9840	0.0070	-0.0001	-0.1779	92941.25
85	85	-0.08	-0.06	-0.01	0.47	-0.63	8.90	-0.9840	0.0070	-0.0001	-0.1779	92941.25
86	84	-0.06	-0.14	-0.07	0.43	-0.67	8.94	-0.9840	0.0070	-0.0001	-0.1779	92941.25
87	86	-0.05	-0.05	0.01	0.51	-0.59	8.98	-0.9840	0.0070	-0.0001	-0.1779	92937.50
88	83	-0.04	-0.10	0.01	0.43	-0.67	8.94	-0.9840	0.0070	-0.0001	-0.1779	92937.50
89	84	-0.05	-0.06	-0.06	0.47	-0.59	8.98	-0.9840	0.0070	-0.0001	-0.1779	92937.50
90	84	-0.04	-0.11	0.04	0.51	-0.67	8.90	-0.9840	0.0070	-0.0001	-0.1779	92942.50
91	85	-0.07	-0.12	-0.02	0.43	-0.67	8.94	-0.9840	0.0070	-0.0001	-0.1779	92942.50
92	85	-0.06	-0.09	-0.04	0.43	-0.59	8.98	-0.9840	0.0070	-0.0001	-0.1779	92942.50
93	85	-0.07	-0.10	0.01	0.43	-0.67	8.98	-0.9840	0.0070	-0.0001	-0.1779	92941.25
94	84	-0.03	-0.09	-0.01	0.43	-0.63	8.94	-0.9840	0.0070	-0.0001	-0.1779	92941.25
95	84	-0.03	-0.09	-0.01	0.43	-0.51	8.90	-0.9840	0.0070	-0.0001	-0.1779	92941.25
96	86	-0.05	-0.08	-0.05	0.43	-0.75	8.90	-0.9840	0.0070	-0.0001	-0.1779	92939.50
97	84	-0.06	-0.07	-0.02	0.51	-0.59	8.90	-0.9840	0.0070	-0.0001	-0.1779	92939.50
98	86	-0.08	-0.10	-0.02	0.43	-0.71	8.87	-0.9840	0.0070	-0.0001	-0.1779	92939.50
99	84	-0.05	-0.08	0.00	0.43	-0.67	8.90	-0.9840	0.0070	-0.0001	-0.1779	92944.25
100	85	0.00	-0.05	0.02	0.51	-0.55	8.90	-0.9840	0.0070	-0.0001	-0.1779	92944.25
101	83	-0.10	-0.09	-0.04	0.47	-0.67	8.83	-0.9840	0.0070	-0.0001	-0.1779	92944.25
102	87	-0.01	-0.10	-0.07	0.39	-0.63	8.87	-0.9840	0.0070	-0.0001	-0.1779	92941.50
103	85	-0.07	-0.07	0.02	0.51	-0.59	8.90	-0.9840	0.0070	-0.0001	-0.1779	92941.50
104	85	-0.06	-0.10	0.00	0.43	-0.63	8.90	-0.9840	0.0070	-0.0001	-0.1779	92941.50
105	85	-0.06	-0.09	-0.05	0.39	-0.63	8.90	-0.9840	0.0070	-0.0001	-0.1779	92938.00
106	86	-0.02	-0.09	0.01	0.51	-0.59	8.90	-0.9840	0.0070	-0.0001	-0.1779	92938.00
107	86	-0.07	-0.11	0.02	0.39	-0.63	8.87	-0.9840	0.0070	-0.0001	-0.1779	92938.00
108	84	-0.04	-0.04	-0.05	0.43	-0.63	8.83	-0.9840	0.0070	-0.0001	-0.1779	92941.75
109	86	-0.08	-0.10	0.00	0.43	-0.55	8.94	-0.9840	0.0070	-0.0001	-0.1779	92941.75
110	85	-0.03	-0.06	0.00	0.47	-0.63	8.90	-0.9840	0.0070	-0.0001	-0.1779	92941.75
111	85	-0.02	-0.10	-0.01	0.43	-0.67	8.94	-0.9840	0.0070	-0.0001	-0.1779	92940.25
112	85	-0.01	-0.06	-0.07	0.43	-0.59	8.87	-0.9840	0.0070	-0.0001	-0.1779	92940.25
113	87	-0.06	-0.08	0.04	0.47	-0.63	8.90	-0.9840	0.0070	-0.0001	-0.1779	92940.25
114	85	-0.02	-0.10	0.00	0.39	-0.63	8.90	-0.9840	0.0070	-0.0001	-0.1779	92936.75
115	85	-0.04	-0.07	-0.05	0.47	-0.59	8.90	-0.9840	0.0070	-0.0001	-0.1779	92936.75
116	86	-0.09	-0.10	-0.01	0.43	-0.63	8.90	-0.9840	0.0070	-0.0001	-0.1779	92936.75
117	86	-0.04	-0.09	0.04	0.43	-0.59	8.90	-0.9840	0.0070	-0.0001	-0.1779	92942.00
118	84	-0.07	-0.11	-0.06	0.39	-0.63	8.90	-0.9840	0.0070	-0.0001	-0.1779	92942.00
119	87	-0.06	-0.11	-0.08	0.43	-0.71	8.94	-0.9840	0.0070	-0.0001	-0.1779	92942.00
120	86	-0.09	-0.12	0.01	0.39	-0.71	8.94	-0.9840	0.0070	-0.0001	-0.1779	92942.50
121	84	-0.04	-0.08	0.03	0.47	-0.67	8.94	-0.9840	0.0070	-0.0001	-0.1779	92942.50
122	86	-0.02	-0.09	-0.06	0.51	-0.55	8.87	-0.9840	0.0070	-0.0001	-0.1779	92942.50
123	85	-0.06	-0.04	0.01	0.43	-0.63	8.94	-0.9840	0.0070	-0.0001	-0.1779	92943.75
124	85	-0.04	-0.10	-0.02	0.43	-0.59	8.87	-0.9840	0.0070	-0.0001	-0.1779	92943.75
125	87	-0.07	-0.10	0.00	0.43	-0.63	8.90	-0.9840	0.0070	-0.0001	-0.1779	92943.75
126	84	-0.08	-0.07	0.00	0.43	-0.63	8.90	-0.9840	0.0070	-0.0001	-0.1779	92938.00
127	86	-0.04	-0.12	0.04	0.55	-0.59	8.98	-0.9840	0.0070	-0.0001	-0.1779	92938.00
128	84	-0.05	-0.10	-0.02	0.43	-0.67	8.90	-0.9840	0.0070	-0.0001	-0.1779	92938.00
129	86	-0.06	-0.10	-0.06	0.43	-0.63	8.83	-0.9840	0.0070	-0.0001	-0.1779	92937.50
130	87	-0.03	-0.08	0.01	0.55	-0.59	8.94	-0.9840	0.0070	-0.0001	-0.1779	92937.50
131	84	-0.06	-0.09	-0.01	0.39	-0.67	8.90	-0.9840	0.0070	-0.0001	-0.1779	92937.50
132	86	-0.03	-0.11	-0.10	0.43	-0.63	8.90	-0.9840	0.0070	-0.0001	-0.1779	92944.50
133	86	-0.20	0.98	0.10	0.31	-0.86	8.90	-0.9836	0.0070	0.0002	-0.1801	92944.50
134	83	-0.04	-0.07	-0.01	0.51	-0.71	8.87	-0.9835	0.0071	0.0001	-0.1808	92944.50
135	85	0.13	0.16	-0.12	0.43	-0.67	8.94	-0.9835	0.0073	0.0001	-0.1808	92943.25
136	83	0.23	-0.03	-0.26	0.51	-0.63	9.02	-0.9832	0.0083	-0.0001	-0.1822	92943.25
137	84	1.68	-0.01	0.36	-2.28	-0.16	8.87	-0.9864	0.0078	-0.0002	-0.1643	92943.25
138	86	1.89	-0.99	-0.65	-1.37	-0.20	8.90	-0.9903	0.0005	-0.0042	-0.1387	92937.25
139	86	0.22	-1.38	-0.53	-0.39	-0.31	9.65	-0.9910	0.0066	-0.0172	-0.1324	92937.25
140	86	-5.03	4.81	0.70	0.90	-1.53	8.43	-0.9905	0.0466	-0.0641	-0.1121	92937.25
141	84	1.71	1.43	0.24	1.96	1.80	8.00	-0.9892	0.0829	-0.0613	-0.1041	92942.75
142	81	1.34	-0.98	3.09	-0.59	-0.27	10.90	-0.9927	0.0518	-0.0214	-0.1072	92942.75
143	86	0.64	-0.35	0.72	-1.65	0.27	8.83	-0.9929	0.0390	0.0068	-0.1124	92942.75
144	83	-0.74	0.61	0.37	0.27	-0.08	8.28	-0.9891	0.0292	-0.0016	-0.1443	92940.75
145	84	0.25	-0.67	-1.49	1.41	-0.35	8.39	-0.9855	0.0077	0.0079	-0.1691	92940.75
146	85	-2.32	0.81	-0.58	0.94	-0.39	9.38	-0.9814	0.0084	0.0244	-0.1899	92940.75
147	83	-1.38	-0.33	0.43	0.75	-1.53	8.39	-0.9734	0.0214	0.0231	-0.2269	92941.75
148	84	-3.15	-0.79	-0.10	1.61	-0.63	8.63	-0.9668	0.0220	0.0206	-0.2537	92941.75
149	84	-1.70	0.52	-0.10	3.61	-0.82	8.90	-0.9651	0.0215	0.0015	-0.2611	92941.75
150	85	-1.77	-0.08	1.11	2.51	-0.16	8.79	-0.9642	0.0298	0.0026	-0.2633	92943.75
151	84	-1.68	0.63	0.89	2.39	-0.86	9.69	-0.9651	0.0164	0.0067	-0.2612	92943.75
152	83	-2.99	1.28	1.11	2.39	-0.55	10.20	-0.9689	0.0101	0.0067	-0.2471	92943.75
153	83	-3.10	-1.44	0.79	3.37	-1.26	10.12	-0.9766	0.0133	0.0008	-0.2147	92935.00
154	86	-1.83	-0.11	1.98	4.16	-0.20	10.04	-0.9812	0.0287	0.0002	-0.1907	92935.00
155	84	-0.51	-0.32	-3.35	2.00	-0.47	8.94	-0.9841	0.0169	-0.0369	-0.1729	92935.00
156	87	0.65	2.18	0.00	1.92	-0.51	6.67	-0.9866	0.0185	-0.0261	-0.1599	92938.50
157	83	0.82	0.35	0.21	-0.47	-1.96	8.32	-0.9879	0.0462	-0.0255	-0.1462	92938.50
158	83	3.68	-0.57	-1.22	-0.90	-1.80	8.12	-0.9900	0.0468	-0.0286	-0.1300	92938.50
159	86	3.28	1.20	0.21	-2.04	-0.78	9.10	-0.9911	0.0405	-0.0264	-0.1238	92935.25
160	84	3.75	1.56	0.27	-3.26	-1.49	9.73	-0.9929	0.0244	-0.0389	-0.1095	92935.25
161	84	2.31	0.82	-1.55	-2.71	-2.12	8.79	-0.9969	0.0150	-0.0400	-0.0656	92935.25
162	84	0.03	0.47	0.63	-1.73	-1.77	8.59	-0.9989	0.0021	0.0006	-0.0470	92935.25
163	83	1.26	2.38	-0.71	-0.94	-2.20	8.36	-0.9965	0.0076	0.0098	-0.0829	92935.25
164	85	-0.59	1.77	-1.33	1.02	-0.90	8.20	-0.9960	0.0207	0.0093	-0.0858	92935.25
165	84	-3.06	-0.73	-0.02	2.71	-0.55	8.47	-0.9979	0.0052	0.0214	-0.0600	92937.50
166	84	-1.77	0.06	-0.51	2.20	-0.82	9.22	-0.9982	-0.0020	0.0261	-0.0529	92937.50
167	86	-1.19	0.40	0.62	1.29	-0.90	9.69	-0.9976	0.0074	0.0317	-0.0604	92937.50
168	83	-1.60	-2.52	4.86	1.06	-0.20	11.38	-0.9980	0.0082	0.0278	-0.0556	92936.25
169	84	0.36	0.75	-1.80	0.00	-1.61	8.47	-0.9966	-0.0081	-0.0137	-0.0812	92936.25
170	85	0.39	-0.49	0.38	0.04	-0.04	8.90	-0.9946	-0.0049	0.0070	-0.1040	92936.25
171	84	0.40	-2.24	1.08	-0.35	1.06	9.81	-0.9969	-0.0007	0.0219	-0.0746	92942.25
172	84	0.44	-2.86	-0.21	0.04	1.53	9.14	-0.9993	0.0085	0.0176	-0.0334	92942.25
173	83	0.55	-4.86	2.01	-0.35	3.84	10.28	-0.9997	0.0163	0.0182	0.0050	92942.25
174	83	0.28	-4.49	-1.14	-0.12	4.39	8.75	-0.9994	0.0262	-0.0014	0.0217	92941.50
175	83	-0.08	-4.00	0.12	0.75	3.65	9.14	-0.9997	0.0148	-0.0120	0.0155	92941.50
176	83	0.47	-2.05	0.21	0.20	2.04	9.69	-0.9998	0.0088	-0.0106	-0.0129	92941.50
177	83	1.26	-0.74	0.72	-0.27	0.47	9.69	-0.9984	0.0148	-0.0163	-0.0513	92938.00
178	84	-0.51	-0.97	-1.03	0.43	-0.47	8.39	-0.9963	0.0205	-0.0108	-0.0824	92938.00
179	86	0.69	0.75	0.46	0.16	-0.86	8.98	-0.9909	0.0350	-0.0012	-0.1297	92938.00
180	83	0.90	1.99	-1.13	0.00	-1.73	7.88	-0.9797	0.0391	-0.0153	-0.1957	92938.50
181	84	1.90	4.87	0.04	-0.35	-3.37	8.63	-0.9691	0.0360	-0.0146	-0.2435	92938.50
182	85	0.40	3.55	-0.35	0.55	-3.65	8.67	-0.9624	0.0513	-0.0237	-0.2657	92938.50
183	83	-0.44	3.41	-0.01	1.37	-4.16	7.92	-0.9648	0.0198	-0.0180	-0.2615	92942.75
184	85	0.58	4.31	-0.14	0.55	-4.67	8.39	-0.9638	0.0145	-0.0135	-0.2659	92942.75
185	83	0.25	1.35	0.65	0.04	-3.26	8.75	-0.9704	0.0157	0.0054	-0.2410	92942.75
186	83	0.85	1.23	-0.92	0.27	-2.31	8.90	-0.9769	-0.0164	0.0229	-0.2115	92934.00
187	83	0.88	0.24	-0.92	-0.67	-1.37	8.04	-0.9807	-0.0133	0.0280	-0.1934	92934.00
188	86	0.03	-1.79	0.33	-0.47	0.31	8.87	-0.9861	-0.0077	0.0542	-0.1567	92934.00
189	83	0.91	-1.32	2.88	-1.77	1.02	10.40	-0.9882	0.0063	0.0786	-0.1312	92941.25
190	84	-1.31	-3.87	2.20	-0.75	3.06	11.96	-0.9903	0.0032	0.0952	-0.1010	92941.25
191	86	-1.25	-0.55	0.74	-1.65	0.08	11.92	-0.9924	0.0294	0.0493	-0.1092	92941.25
192	84	-0.64	-0.46	2.39	0.16	0.55	10.43	-0.9913	0.0350	0.0375	-0.1212	92933.75
193	85	0.33	0.09	0.75	-0.27	0.12	11.18	-0.9878	0.0530	0.0301	-0.1435	92933.75
194	82	-0.33	0.07	-1.37	0.16	0.31	8.67	-0.9877	0.0571	0.0001	-0.1459	92933.75
195	83	-0.04	-0.04	-1.35	0.98	0.35	7.81	-0.9887	0.0565	-0.0214	-0.1373	92932.25
196	85	0.16	-0.23	-1.13	0.98	0.47	7.49	-0.9902	0.0540	-0.0262	-0.1261	92932.25
197	84	0.63	0.53	-0.64	0.59	-0.04	7.73	-0.9900	0.0771	-0.0210	-0.1162	92932.25
198	83	0.74	0.46	-1.41	0.35	0.43	7.81	-0.9891	0.1045	-0.0243	-0.1012	92936.75
199	83	1.08	0.43	-2.71	0.20	0.63	6.86	-0.9898	0.1053	-0.0369	-0.0882	92936.75
200	83	0.21	0.14	-4.59	0.82	1.26	4.79	-0.9893	0.1050	-0.0531	-0.0866	92936.75
201	83	0.13	0.01	-3.65	1.77	1.14	4.71	-0.9900	0.1002	-0.0565	-0.0815	92933.00
202	83	0.70	-0.10	-2.26	1.45	0.75	5.84	-0.9927	0.0889	-0.0437	-0.0693	92933.00
203	84	1.22	-0.49	-0.93	0.55	0.55	6.86	-0.9963	0.0641	-0.0226	-0.0520	92933.00
204	85	-0.09	0.61	0.99	0.71	0.35	8.16	-0.9985	0.0353	0.0007	-0.0411	92939.75
205	81	-0.47	0.09	-1.04	0.82	0.00	9.22	-0.9993	0.0236	0.0276	-0.0074	92939.75
206	83	-0.32	1.00	2.99	-0.98	-1.18	13.22	-0.9943	0.0556	0.0732	0.0535	92939.75
207	83	1.38	-0.50	2.94	-0.78	0.43	12.16	-0.9812	0.1373	0.0257	0.1331	92938.50
208	83	1.30	0.56	2.25	0.20	2.39	10.20	-0.9432	0.2537	-0.0540	0.2073	92938.50
209	83	-0.35	2.02	0.06	1.37	3.69	8.24	-0.8618	0.3646	-0.1686	0.3098	92938.50
210	82	-0.51	0.93	0.65	2.43	6.63	5.92	-0.7810	0.4451	-0.2549	0.3563	92942.75
211	81	0.31	1.65	-0.17	2.12	7.88	4.59	-0.7003	0.4864	-0.3486	0.3893	92942.75
212	82	-0.60	-0.68	-0.52	1.53	8.55	1.65	-0.6013	0.5279	-0.4294	0.4188	92942.75
213	84	-0.72	0.07	0.30	2.90	10.98	0.12	-0.5631	0.5344	-0.4581	0.4329	92944.25
214	83	0.00	0.85	0.54	1.29	9.53	0.82	-0.5618	0.5211	-0.4666	0.4419	92944.25
215	80	0.33	-0.40	0.34	1.26	9.53	-0.04	-0.5392	0.5161	-0.4915	0.4487	92944.25
216	83	0.96	-0.75	0.22	0.35	9.92	-0.16	-0.5321	0.5008	-0.5074	0.4567	92939.50
217	83	0.99	-0.30	0.27	0.39	10.16	0.16	-0.5537	0.4673	-0.5051	0.4690	92939.50
218	83	0.46	-1.36	-0.13	0.90	10.75	0.59	-0.6157	0.4000	-0.4700	0.4899	92939.50
219	84	0.45	-0.72	-0.78	2.12	10.28	2.51	-0.6932	0.2994	-0.4093	0.5121	92941.25
220	83	0.32	-0.14	0.07	2.82	8.39	4.24	-0.7607	0.1867	-0.3214	0.5322	92941.25
221	83	0.26	-1.04	-2.00	2.98	6.12	6.55	-0.8054	0.0624	-0.1931	0.5568	92941.25
222	82	-0.22	-0.06	0.00	2.86	1.69	7.96	-0.8105	-0.0696	-0.0499	0.5795	92942.00
223	84	0.07	-1.44	0.47	2.12	-1.26	8.87	-0.7940	-0.1516	0.0298	0.5880	92942.00
224	83	-0.70	-0.13	0.56	1.73	-3.26	8.16	-0.7880	-0.2162	0.1154	0.5647	92942.00
225	85	-0.95	0.00	-0.34	1.06	-5.61	7.61	-0.7933	-0.2607	0.2042	0.5108	92936.75
226	83	1.55	2.59	-1.23	0.24	-7.34	5.73	-0.8316	-0.2546	0.2303	0.4366	92936.75
227	83	0.24	1.86	-0.42	-2.75	-9.02	5.65	-0.8459	-0.2456	0.2312	0.4132	92936.75
228	84	0.14	0.08	-0.56	-1.18	-7.14	5.73	-0.8403	-0.2544	0.2042	0.4330	92939.50
229	84	0.21	-1.25	-0.63	-0.59	-7.34	5.53	-0.8400	-0.2681	0.1814	0.4355	92939.50
230	84	0.97	-0.57	-0.93	-0.55	-6.16	5.69	-0.8555	-0.2682	0.1545	0.4150	92939.50
231	86	1.56	1.57	-1.05	-1.02	-7.02	5.41	-0.8979	-0.2260	0.1080	0.3621	92940.25
232	83	1.68	1.88	-0.12	-1.84	-7.06	6.04	-0.9490	-0.1375	0.0500	0.2791	92940.25
233	84	1.72	0.38	-0.43	-1.80	-5.41	7.85	-0.9800	-0.0561	-0.0139	0.1904	92940.25
234	86	1.36	0.41	0.57	-1.06	-1.57	8.98	-0.9910	-0.0203	-0.0562	0.1193	92936.00
235	83	1.11	0.20	0.42	2.08	-0.71	8.79	-0.9911	0.0012	-0.1263	0.0421	92936.00
236	82	0.09	0.74	-0.29	4.20	-0.98	8.00	-0.9801	0.0154	-0.1951	-0.0321	92936.00
237	84	0.34	-0.23	-0.47	4.86	-0.55	7.41	-0.9656	0.0237	-0.2385	-0.1009	92941.25
238	86	0.38	0.42	1.17	5.22	-1.65	8.04	-0.9507	0.0067	-0.2676	-0.1569	92941.25
239	83	0.97	0.28	-0.08	5.37	-2.08	7.06	-0.9356	0.0211	-0.2996	-0.1857	92941.25
